Phrase	IPA	SoundsLike	DisplayAs
メジコン錠１５ｍｇ			メジコン錠１５ｍｇ
デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ＮＰ」			デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ＮＰ」
デキストロメトルファン臭化水素酸塩錠１５ｍｇ「トーワ」			デキストロメトルファン臭化水素酸塩錠１５ｍｇ「トーワ」
デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ツルハラ」			デキストロメトルファン臭化水素酸塩錠１５ｍｇ「ツルハラ」
ペントキシベリンクエン酸塩錠１５ｍｇ「ツルハラ」			ペントキシベリンクエン酸塩錠１５ｍｇ「ツルハラ」
アストミン散１０％			アストミン散１０％
アストミン錠１０ｍｇ			アストミン錠１０ｍｇ
ジメモルファンリン酸塩錠１０ｍｇ「ＴＣＫ」			ジメモルファンリン酸塩錠１０ｍｇ「ＴＣＫ」
アストミンシロップ０．２５％			アストミンシロップ０．２５％
ジメモルファンリン酸塩シロップ小児用０．２５％「ＴＣＫ」			ジメモルファンリン酸塩シロップ小児用０．２５％「ＴＣＫ」
ジメモルファンリン酸塩ＤＳ小児用２．５％「タカタ」			ジメモルファンリン酸塩ＤＳ小児用２．５％「タカタ」
コルドリン顆粒４．１７％			コルドリン顆粒４．１７％
コルドリン錠１２．５ｍｇ			コルドリン錠１２．５ｍｇ
フスタゾール糖衣錠１０ｍｇ			フスタゾール糖衣錠１０ｍｇ
フスタゾール散１０％			フスタゾール散１０％
フスタゾール錠小児用２．５ｍｇ			フスタゾール錠小児用２．５ｍｇ
クロフェドリンＳ配合錠			クロフェドリンＳ配合錠
フスコデ配合錠			フスコデ配合錠
フスコデ配合シロップ			フスコデ配合シロップ
ムコブロチン配合シロップ			ムコブロチン配合シロップ
ライトゲン配合シロップ			ライトゲン配合シロップ
カフコデＮ配合錠			カフコデＮ配合錠
セネガシロップ			セネガシロップ
アンモニア・ウイキョウ精			アンモニア・ウイキョウ精
チスタニン糖衣錠１００ｍｇ			チスタニン糖衣錠１００ｍｇ
カルボシステイン細粒５０％「ツルハラ」			カルボシステイン細粒５０％「ツルハラ」
Ｌ－カルボシステイン２５０ｍｇ錠			Ｌ－カルボシステイン２５０ｍｇ錠
ムコダイン錠２５０ｍｇ			ムコダイン錠２５０ｍｇ
Ｌ－カルボシステイン５００ｍｇ錠			Ｌ－カルボシステイン５００ｍｇ錠
ムコダイン錠５００ｍｇ			ムコダイン錠５００ｍｇ
Ｌ－カルボシステイン５％シロップ			Ｌ－カルボシステイン５％シロップ
ムコダインシロップ５％			ムコダインシロップ５％
カルボシステインシロップ小児用５％「トーワ」			カルボシステインシロップ小児用５％「トーワ」
ムコダインＤＳ５０％			ムコダインＤＳ５０％
カルボシステインＤＳ５０％「タカタ」			カルボシステインＤＳ５０％「タカタ」
カルボシステインＤＳ５０％「ツルハラ」			カルボシステインＤＳ５０％「ツルハラ」
カルボシステインＤＳ５０％「トーワ」			カルボシステインＤＳ５０％「トーワ」
カルボシステインドライシロップ５０％「ＮＩＧ」			カルボシステインドライシロップ５０％「ＮＩＧ」
クリアナール錠２００ｍｇ			クリアナール錠２００ｍｇ
スペリア錠２００			スペリア錠２００
クリアナール内用液８％			クリアナール内用液８％
スペリア内用液８％			スペリア内用液８％
ブロムヘキシン塩酸塩４ｍｇ錠			ブロムヘキシン塩酸塩４ｍｇ錠
ブロムヘキシン塩酸塩シロップ０．０８％「トーワ」			ブロムヘキシン塩酸塩シロップ０．０８％「トーワ」
アンブロキソール塩酸塩１５ｍｇ錠			アンブロキソール塩酸塩１５ｍｇ錠
ムコソルバン錠１５ｍｇ			ムコソルバン錠１５ｍｇ
アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ＺＥ」			アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ＺＥ」
アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「サワイ」			アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「サワイ」
アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ニプロ」			アンブロキソール塩酸塩徐放ＯＤ錠４５ｍｇ「ニプロ」
ムコソルバンＬ錠４５ｍｇ			ムコソルバンＬ錠４５ｍｇ
アンブロキソール塩酸塩Ｌカプセル４５ｍｇ「サワイ」			アンブロキソール塩酸塩Ｌカプセル４５ｍｇ「サワイ」
アンブロキソール塩酸塩徐放カプセル４５ｍｇ「トーワ」			アンブロキソール塩酸塩徐放カプセル４５ｍｇ「トーワ」
アンブロキソール塩酸塩徐放カプセル４５ｍｇ「ＺＥ」			アンブロキソール塩酸塩徐放カプセル４５ｍｇ「ＺＥ」
アンブロキソール塩酸塩０．３％シロップ			アンブロキソール塩酸塩０．３％シロップ
小児用ムコソルバンシロップ０．３％			小児用ムコソルバンシロップ０．３％
アンブロキソール塩酸塩１．５％シロップ用			アンブロキソール塩酸塩１．５％シロップ用
小児用ムコソルバンＤＳ１．５％			小児用ムコソルバンＤＳ１．５％
アンブロキソール塩酸塩ＤＳ３％「タカタ」			アンブロキソール塩酸塩ＤＳ３％「タカタ」
アンブロキソール塩酸塩０．７５％液			アンブロキソール塩酸塩０．７５％液
ムコソルバン内用液０．７５％			ムコソルバン内用液０．７５％
アンブロキソール塩酸塩内用液０．７５％「ツルハラ」			アンブロキソール塩酸塩内用液０．７５％「ツルハラ」
アンブロキソール塩酸塩内用液０．３％「日医工」			アンブロキソール塩酸塩内用液０．３％「日医工」
キョウニン水			キョウニン水
キョウニン水　シオエ			キョウニン水　シオエ
キョウニン水〈ハチ〉			キョウニン水〈ハチ〉
キョウニン水「マルイシ」			キョウニン水「マルイシ」
キョウニン水（山善）			キョウニン水（山善）
サリパラ液			サリパラ液
コデインリン酸塩散１％			コデインリン酸塩散１％
コデインリン酸塩散１％「シオエ」			コデインリン酸塩散１％「シオエ」
コデインリン酸塩散１％〈ハチ〉			コデインリン酸塩散１％〈ハチ〉
コデインリン酸塩散１％「メタル」			コデインリン酸塩散１％「メタル」
コデインリン酸塩散１％「ホエイ」			コデインリン酸塩散１％「ホエイ」
コデインリン酸塩錠			コデインリン酸塩錠
コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」			コデインリン酸塩錠５ｍｇ「ＶＴＲＳ」
ジヒドロコデインリン酸塩散１％			ジヒドロコデインリン酸塩散１％
ジヒドロコデインリン酸塩散１％「メタル」			ジヒドロコデインリン酸塩散１％「メタル」
ジヒドロコデインリン酸塩散１％「ホエイ」			ジヒドロコデインリン酸塩散１％「ホエイ」
レスプレン錠５ｍｇ			レスプレン錠５ｍｇ
レスプレン錠２０ｍｇ			レスプレン錠２０ｍｇ
レスプレン錠３０ｍｇ			レスプレン錠３０ｍｇ
アスベリン散１０％			アスベリン散１０％
チペピジンヒベンズ酸塩錠			チペピジンヒベンズ酸塩錠
アスベリンシロップ０．５％			アスベリンシロップ０．５％
アスベリンシロップ「調剤用」２％			アスベリンシロップ「調剤用」２％
アスベリンドライシロップ２％			アスベリンドライシロップ２％
メジコン配合シロップ			メジコン配合シロップ
テオドール顆粒２０％			テオドール顆粒２０％
テオフィリン５０ｍｇ徐放錠			テオフィリン５０ｍｇ徐放錠
テオドール錠５０ｍｇ			テオドール錠５０ｍｇ
テオフィリン１００ｍｇ徐放錠			テオフィリン１００ｍｇ徐放錠
テオドール錠１００ｍｇ			テオドール錠１００ｍｇ
テオフィリン２００ｍｇ徐放錠			テオフィリン２００ｍｇ徐放錠
テオロング錠２００ｍｇ			テオロング錠２００ｍｇ
テオドール錠２００ｍｇ			テオドール錠２００ｍｇ
ユニコン錠２００			ユニコン錠２００
テオフィリン徐放Ｕ錠２００ｍｇ「トーワ」			テオフィリン徐放Ｕ錠２００ｍｇ「トーワ」
ユニコン錠４００			ユニコン錠４００
テオフィリン徐放Ｕ錠４００ｍｇ「トーワ」			テオフィリン徐放Ｕ錠４００ｍｇ「トーワ」
ユニコン錠１００			ユニコン錠１００
テオフィリン徐放Ｕ錠１００ｍｇ「トーワ」			テオフィリン徐放Ｕ錠１００ｍｇ「トーワ」
テオフィリン徐放カプセル１００ｍｇ「サンド」			テオフィリン徐放カプセル１００ｍｇ「サンド」
テオフィリン徐放カプセル２００ｍｇ「サンド」			テオフィリン徐放カプセル２００ｍｇ「サンド」
テオフィリン徐放カプセル５０ｍｇ「サンド」			テオフィリン徐放カプセル５０ｍｇ「サンド」
テオフィリンドライシロップ２０％「タカタ」			テオフィリンドライシロップ２０％「タカタ」
テオフィリン徐放ドライシロップ小児用２０％「サワイ」			テオフィリン徐放ドライシロップ小児用２０％「サワイ」
テオフィリン徐放ＤＳ小児用２０％「トーワ」			テオフィリン徐放ＤＳ小児用２０％「トーワ」
ブリカニール錠２ｍｇ			ブリカニール錠２ｍｇ
フェノテロール臭化水素酸塩ＤＳ小児用０．５％「タカタ」			フェノテロール臭化水素酸塩ＤＳ小児用０．５％「タカタ」
サルブタモール錠２ｍｇ「日医工」			サルブタモール錠２ｍｇ「日医工」
ベネトリンシロップ０．０４％			ベネトリンシロップ０．０４％
ホクナリン錠１ｍｇ			ホクナリン錠１ｍｇ
ホクナリンドライシロップ０．１％小児用			ホクナリンドライシロップ０．１％小児用
ツロブテロール塩酸塩ＤＳ小児用０．１％「タカタ」			ツロブテロール塩酸塩ＤＳ小児用０．１％「タカタ」
イノリン散１％			イノリン散１％
イノリンシロップ０．１％			イノリンシロップ０．１％
メプチンミニ錠２５μｇ			メプチンミニ錠２５μｇ
メプチン錠５０μｇ			メプチン錠５０μｇ
プロカテロール塩酸塩０．０００５％シロップ			プロカテロール塩酸塩０．０００５％シロップ
メプチンシロップ５μｇ／ｍＬ			メプチンシロップ５μｇ／ｍＬ
プロカテロール塩酸塩ＤＳ０．０１％「タカタ」			プロカテロール塩酸塩ＤＳ０．０１％「タカタ」
メプチンドライシロップ０．００５％			メプチンドライシロップ０．００５％
スピロペント錠１０μｇ			スピロペント錠１０μｇ
クレンブテロール錠１０μｇ「ハラサワ」			クレンブテロール錠１０μｇ「ハラサワ」
リフヌア錠４５ｍｇ			リフヌア錠４５ｍｇ
タンニン酸アルブミン			タンニン酸アルブミン
タンニン酸アルブミン「ニッコー」			タンニン酸アルブミン「ニッコー」
次硝酸ビスマス　シオエ			次硝酸ビスマス　シオエ
次硝酸ビスマス「メタル」			次硝酸ビスマス「メタル」
次硝酸ビスマス「ニッコー」			次硝酸ビスマス「ニッコー」
ビオスミン配合散			ビオスミン配合散
レベニンＳ配合散			レベニンＳ配合散
レベニンＳ配合錠			レベニンＳ配合錠
ビオフェルミンＲ散			ビオフェルミンＲ散
ビオフェルミンＲ錠			ビオフェルミンＲ錠
ミヤＢＭ細粒			ミヤＢＭ細粒
ミヤＢＭ錠			ミヤＢＭ錠
アタバニン散			アタバニン散
ビオフェルミン配合散			ビオフェルミン配合散
ラックビー微粒Ｎ			ラックビー微粒Ｎ
ラックビー錠			ラックビー錠
レベニン散			レベニン散
レベニン錠			レベニン錠
ビオスリー配合散			ビオスリー配合散
ビオスリー配合錠			ビオスリー配合錠
ビオスリー配合ＯＤ錠			ビオスリー配合ＯＤ錠
ビフィスゲン散			ビフィスゲン散
ラックビーＲ散			ラックビーＲ散
ビオフェルミン散剤			ビオフェルミン散剤
ビオフェルミン錠剤			ビオフェルミン錠剤
ガスコン散１０％			ガスコン散１０％
ジメチコン４０ｍｇ錠			ジメチコン４０ｍｇ錠
ガスコン錠４０ｍｇ			ガスコン錠４０ｍｇ
ガスサール錠４０ｍｇ			ガスサール錠４０ｍｇ
ガスコン錠８０ｍｇ			ガスコン錠８０ｍｇ
ジメチコン錠８０ｍｇ「ホリイ」			ジメチコン錠８０ｍｇ「ホリイ」
ガスコンドロップ内用液２％			ガスコンドロップ内用液２％
ジメチコン内用液２％「ＦＳＫ」			ジメチコン内用液２％「ＦＳＫ」
ジメチコン内用液２％「ホリイ」			ジメチコン内用液２％「ホリイ」
ロペミン小児用細粒０．０５％			ロペミン小児用細粒０．０５％
ロペラミド塩酸塩細粒小児用０．０５％「ＮＩＧ」			ロペラミド塩酸塩細粒小児用０．０５％「ＮＩＧ」
ロペミン細粒０．１％			ロペミン細粒０．１％
ロペラミド塩酸塩錠１ｍｇ「あすか」			ロペラミド塩酸塩錠１ｍｇ「あすか」
ロペラミド塩酸塩１ｍｇカプセル			ロペラミド塩酸塩１ｍｇカプセル
ロペミンカプセル１ｍｇ			ロペミンカプセル１ｍｇ
乳酸			乳酸
乳酸（小堺）			乳酸（小堺）
薬用炭			薬用炭
フェロベリン配合錠			フェロベリン配合錠
リーダイ配合錠			リーダイ配合錠
キャベジンＵコーワ錠２５ｍｇ			キャベジンＵコーワ錠２５ｍｇ
アズレン顆粒１％「ツルハラ」			アズレン顆粒１％「ツルハラ」
アズレン錠２ｍｇ「ツルハラ」			アズレン錠２ｍｇ「ツルハラ」
アズロキサ顆粒２．５％			アズロキサ顆粒２．５％
アズロキサ錠１５ｍｇ			アズロキサ錠１５ｍｇ
シメチジン細粒２０％「ツルハラ」			シメチジン細粒２０％「ツルハラ」
カイロック細粒４０％			カイロック細粒４０％
シメチジン２００ｍｇ錠			シメチジン２００ｍｇ錠
タガメット錠２００ｍｇ			タガメット錠２００ｍｇ
シメチジン４００ｍｇ錠			シメチジン４００ｍｇ錠
ファモチジン１０％散			ファモチジン１０％散
ガスター散１０％			ガスター散１０％
ファモチジン２％散			ファモチジン２％散
ガスター散２％			ガスター散２％
ファモチジン１０ｍｇ錠			ファモチジン１０ｍｇ錠
ガスター錠１０ｍｇ			ガスター錠１０ｍｇ
ファモチジン２０ｍｇ錠			ファモチジン２０ｍｇ錠
ガスター錠２０ｍｇ			ガスター錠２０ｍｇ
ファモチジン１０ｍｇ口腔内崩壊錠			ファモチジン１０ｍｇ口腔内崩壊錠
ガスターＤ錠１０ｍｇ			ガスターＤ錠１０ｍｇ
ファモチジン２０ｍｇ口腔内崩壊錠			ファモチジン２０ｍｇ口腔内崩壊錠
ガスターＤ錠２０ｍｇ			ガスターＤ錠２０ｍｇ
アルタット細粒２０％			アルタット細粒２０％
アルタットカプセル７５ｍｇ			アルタットカプセル７５ｍｇ
ロキサチジン酢酸エステル塩酸塩徐放カプセル７５ｍｇ「サワイ」			ロキサチジン酢酸エステル塩酸塩徐放カプセル７５ｍｇ「サワイ」
アルタットカプセル３７．５ｍｇ			アルタットカプセル３７．５ｍｇ
ロキサチジン酢酸エステル塩酸塩徐放カプセル３７．５ｍｇ「サワイ」			ロキサチジン酢酸エステル塩酸塩徐放カプセル３７．５ｍｇ「サワイ」
アシノン錠１５０ｍｇ			アシノン錠１５０ｍｇ
ニザチジン錠１５０ｍｇ「ＹＤ」			ニザチジン錠１５０ｍｇ「ＹＤ」
アシノン錠７５ｍｇ			アシノン錠７５ｍｇ
ニザチジンカプセル７５ｍｇ「ＹＤ」			ニザチジンカプセル７５ｍｇ「ＹＤ」
ラフチジン５ｍｇ錠			ラフチジン５ｍｇ錠
プロテカジン錠５			プロテカジン錠５
ラフチジン１０ｍｇ錠			ラフチジン１０ｍｇ錠
プロテカジン錠１０			プロテカジン錠１０
プロテカジンＯＤ錠５			プロテカジンＯＤ錠５
プロテカジンＯＤ錠１０			プロテカジンＯＤ錠１０
アルジオキサ２５％顆粒			アルジオキサ２５％顆粒
アルジオキサ顆粒５０％「ツルハラ」			アルジオキサ顆粒５０％「ツルハラ」
アルジオキサ顆粒５０％「あすか」			アルジオキサ顆粒５０％「あすか」
アルジオキサ１００ｍｇ錠			アルジオキサ１００ｍｇ錠
ノイエルカプセル２００ｍｇ			ノイエルカプセル２００ｍｇ
ピレンゼピン塩酸塩２５ｍｇ錠			ピレンゼピン塩酸塩２５ｍｇ錠
アルサルミン細粒９０％			アルサルミン細粒９０％
スクラルファート細粒９０％「ツルハラ」			スクラルファート細粒９０％「ツルハラ」
アルサルミン内用液１０％			アルサルミン内用液１０％
スクラルファート内用液１０％「ＮＩＧ」			スクラルファート内用液１０％「ＮＩＧ」
ドグマチール細粒１０％			ドグマチール細粒１０％
ドグマチール細粒５０％			ドグマチール細粒５０％
スルピリド５０ｍｇ錠			スルピリド５０ｍｇ錠
ドグマチール錠５０ｍｇ			ドグマチール錠５０ｍｇ
スルピリドカプセル５０ｍｇ「トーワ」			スルピリドカプセル５０ｍｇ「トーワ」
ドグマチールカプセル５０ｍｇ			ドグマチールカプセル５０ｍｇ
セルベックス細粒１０％			セルベックス細粒１０％
テプレノン細粒１０％「トーワ」			テプレノン細粒１０％「トーワ」
テプレノン細粒１０％「サワイ」			テプレノン細粒１０％「サワイ」
テプレノン細粒１０％「ＹＤ」			テプレノン細粒１０％「ＹＤ」
テプレノン細粒１０％「ツルハラ」			テプレノン細粒１０％「ツルハラ」
テプレノン５０ｍｇカプセル			テプレノン５０ｍｇカプセル
セルベックスカプセル５０ｍｇ			セルベックスカプセル５０ｍｇ
ウルグートカプセル２００ｍｇ			ウルグートカプセル２００ｍｇ
ガスロンＮ細粒０．８％			ガスロンＮ細粒０．８％
イルソグラジンマレイン酸塩２ｍｇ錠			イルソグラジンマレイン酸塩２ｍｇ錠
ガスロンＮ錠２ｍｇ			ガスロンＮ錠２ｍｇ
イルソグラジンマレイン酸塩４ｍｇ錠			イルソグラジンマレイン酸塩４ｍｇ錠
ガスロンＮ錠４ｍｇ			ガスロンＮ錠４ｍｇ
ガスロンＮ・ＯＤ錠２ｍｇ			ガスロンＮ・ＯＤ錠２ｍｇ
ガスロンＮ・ＯＤ錠４ｍｇ			ガスロンＮ・ＯＤ錠４ｍｇ
レバミピド顆粒２０％「タカタ」			レバミピド顆粒２０％「タカタ」
レバミピド１００ｍｇ錠			レバミピド１００ｍｇ錠
ムコスタ錠１００ｍｇ			ムコスタ錠１００ｍｇ
レバミピド１００ｍｇ口腔内崩壊錠			レバミピド１００ｍｇ口腔内崩壊錠
オメプラゾール２０ｍｇ腸溶錠			オメプラゾール２０ｍｇ腸溶錠
オメプラール錠２０			オメプラール錠２０
オメプラゾール錠２０ｍｇ「ＴＳＵ」			オメプラゾール錠２０ｍｇ「ＴＳＵ」
オメプラゾール錠２０ｍｇ「ケミファ」			オメプラゾール錠２０ｍｇ「ケミファ」
オメプラゾール１０ｍｇ腸溶錠			オメプラゾール１０ｍｇ腸溶錠
オメプラール錠１０			オメプラール錠１０
オメプラゾール錠１０ｍｇ「アメル」			オメプラゾール錠１０ｍｇ「アメル」
オメプラゾール錠１０ｍｇ「ＴＳＵ」			オメプラゾール錠１０ｍｇ「ＴＳＵ」
オメプラゾール錠１０ｍｇ「ケミファ」			オメプラゾール錠１０ｍｇ「ケミファ」
オメプラゾール錠１０ｍｇ「トーワ」			オメプラゾール錠１０ｍｇ「トーワ」
ランソプラゾール１５ｍｇ腸溶性口腔内崩壊錠			ランソプラゾール１５ｍｇ腸溶性口腔内崩壊錠
タケプロンＯＤ錠１５			タケプロンＯＤ錠１５
ランソプラゾールＯＤ錠１５ｍｇ「ＤＫ」			ランソプラゾールＯＤ錠１５ｍｇ「ＤＫ」
ランソプラゾールＯＤ錠１５ｍｇ「ケミファ」			ランソプラゾールＯＤ錠１５ｍｇ「ケミファ」
ランソプラゾール３０ｍｇ腸溶性口腔内崩壊錠			ランソプラゾール３０ｍｇ腸溶性口腔内崩壊錠
タケプロンＯＤ錠３０			タケプロンＯＤ錠３０
ランソプラゾールＯＤ錠３０ｍｇ「サワイ」			ランソプラゾールＯＤ錠３０ｍｇ「サワイ」
ランソプラゾールＯＤ錠３０ｍｇ「ケミファ」			ランソプラゾールＯＤ錠３０ｍｇ「ケミファ」
タケプロンカプセル１５			タケプロンカプセル１５
ランソプラゾールカプセル１５ｍｇ「サワイ」			ランソプラゾールカプセル１５ｍｇ「サワイ」
ランソプラゾールカプセル１５ｍｇ「ＮＩＧ」			ランソプラゾールカプセル１５ｍｇ「ＮＩＧ」
タケプロンカプセル３０			タケプロンカプセル３０
ランソプラゾールカプセル３０ｍｇ「サワイ」			ランソプラゾールカプセル３０ｍｇ「サワイ」
ランソプラゾールカプセル３０ｍｇ「ＮＩＧ」			ランソプラゾールカプセル３０ｍｇ「ＮＩＧ」
サイトテック錠２００			サイトテック錠２００
サイトテック錠１００			サイトテック錠１００
プロマック顆粒１５％			プロマック顆粒１５％
ポラプレジンク顆粒１５％「ＮＳ」			ポラプレジンク顆粒１５％「ＮＳ」
プロマックＤ錠７５			プロマックＤ錠７５
ポラプレジンクＯＤ錠７５ｍｇ「サワイ」			ポラプレジンクＯＤ錠７５ｍｇ「サワイ」
ラベプラゾールナトリウム１０ｍｇ錠			ラベプラゾールナトリウム１０ｍｇ錠
パリエット錠１０ｍｇ			パリエット錠１０ｍｇ
ラベプラゾールＮａ錠１０ｍｇ「ＡＡ」			ラベプラゾールＮａ錠１０ｍｇ「ＡＡ」
ラベプラゾールＮａ錠１０ｍｇ「ＪＧ」			ラベプラゾールＮａ錠１０ｍｇ「ＪＧ」
ラベプラゾールＮａ錠１０ｍｇ「杏林」			ラベプラゾールＮａ錠１０ｍｇ「杏林」
ラベプラゾールＮａ錠１０ｍｇ「サワイ」			ラベプラゾールＮａ錠１０ｍｇ「サワイ」
ラベプラゾールＮａ錠１０ｍｇ「トーワ」			ラベプラゾールＮａ錠１０ｍｇ「トーワ」
ラベプラゾールＮａ錠１０ｍｇ「日新」			ラベプラゾールＮａ錠１０ｍｇ「日新」
ラベプラゾールＮａ塩錠１０ｍｇ「オーハラ」			ラベプラゾールＮａ塩錠１０ｍｇ「オーハラ」
ラベプラゾールＮａ塩錠１０ｍｇ「明治」			ラベプラゾールＮａ塩錠１０ｍｇ「明治」
ラベプラゾールナトリウム錠１０ｍｇ「ＴＣＫ」			ラベプラゾールナトリウム錠１０ｍｇ「ＴＣＫ」
ラベプラゾールナトリウム錠１０ｍｇ「科研」			ラベプラゾールナトリウム錠１０ｍｇ「科研」
ラベプラゾールナトリウム錠１０ｍｇ「ケミファ」			ラベプラゾールナトリウム錠１０ｍｇ「ケミファ」
ラベプラゾールＮａ錠１０ｍｇ「ニプロ」			ラベプラゾールＮａ錠１０ｍｇ「ニプロ」
ラベプラゾールＮａ錠１０ｍｇ「ＡＦＰ」			ラベプラゾールＮａ錠１０ｍｇ「ＡＦＰ」
ラベプラゾールＮａ錠１０ｍｇ「ＶＴＲＳ」			ラベプラゾールＮａ錠１０ｍｇ「ＶＴＲＳ」
ラベプラゾールＮａ錠１０ｍｇ「ＮＩＧ」			ラベプラゾールＮａ錠１０ｍｇ「ＮＩＧ」
ラベプラゾールナトリウム２０ｍｇ錠			ラベプラゾールナトリウム２０ｍｇ錠
パリエット錠２０ｍｇ			パリエット錠２０ｍｇ
ラベプラゾールＮａ錠２０ｍｇ「ＡＡ」			ラベプラゾールＮａ錠２０ｍｇ「ＡＡ」
ラベプラゾールＮａ錠２０ｍｇ「ＪＧ」			ラベプラゾールＮａ錠２０ｍｇ「ＪＧ」
ラベプラゾールＮａ錠２０ｍｇ「ＹＤ」			ラベプラゾールＮａ錠２０ｍｇ「ＹＤ」
ラベプラゾールＮａ錠２０ｍｇ「サワイ」			ラベプラゾールＮａ錠２０ｍｇ「サワイ」
ラベプラゾールＮａ錠２０ｍｇ「トーワ」			ラベプラゾールＮａ錠２０ｍｇ「トーワ」
ラベプラゾールＮａ錠２０ｍｇ「日新」			ラベプラゾールＮａ錠２０ｍｇ「日新」
ラベプラゾールＮａ塩錠２０ｍｇ「オーハラ」			ラベプラゾールＮａ塩錠２０ｍｇ「オーハラ」
ラベプラゾールＮａ塩錠２０ｍｇ「明治」			ラベプラゾールＮａ塩錠２０ｍｇ「明治」
ラベプラゾールナトリウム錠２０ｍｇ「ＴＣＫ」			ラベプラゾールナトリウム錠２０ｍｇ「ＴＣＫ」
ラベプラゾールナトリウム錠２０ｍｇ「科研」			ラベプラゾールナトリウム錠２０ｍｇ「科研」
ラベプラゾールナトリウム錠２０ｍｇ「ケミファ」			ラベプラゾールナトリウム錠２０ｍｇ「ケミファ」
ラベプラゾールナトリウム錠２０ｍｇ「サンド」			ラベプラゾールナトリウム錠２０ｍｇ「サンド」
ラベプラゾールＮａ錠２０ｍｇ「ニプロ」			ラベプラゾールＮａ錠２０ｍｇ「ニプロ」
ラベプラゾールＮａ錠２０ｍｇ「ＶＴＲＳ」			ラベプラゾールＮａ錠２０ｍｇ「ＶＴＲＳ」
ラベプラゾールＮａ錠２０ｍｇ「ＮＩＧ」			ラベプラゾールＮａ錠２０ｍｇ「ＮＩＧ」
ラベプラゾールナトリウム５ｍｇ錠			ラベプラゾールナトリウム５ｍｇ錠
パリエット錠５ｍｇ			パリエット錠５ｍｇ
ラベプラゾールＮａ錠５ｍｇ「ＡＡ」			ラベプラゾールＮａ錠５ｍｇ「ＡＡ」
ラベプラゾールＮａ錠５ｍｇ「ＪＧ」			ラベプラゾールＮａ錠５ｍｇ「ＪＧ」
ラベプラゾールＮａ錠５ｍｇ「杏林」			ラベプラゾールＮａ錠５ｍｇ「杏林」
ラベプラゾールＮａ錠５ｍｇ「サワイ」			ラベプラゾールＮａ錠５ｍｇ「サワイ」
ラベプラゾールＮａ錠５ｍｇ「トーワ」			ラベプラゾールＮａ錠５ｍｇ「トーワ」
ラベプラゾールＮａ錠５ｍｇ「日新」			ラベプラゾールＮａ錠５ｍｇ「日新」
ラベプラゾールＮａ塩錠５ｍｇ「オーハラ」			ラベプラゾールＮａ塩錠５ｍｇ「オーハラ」
ラベプラゾールＮａ塩錠５ｍｇ「明治」			ラベプラゾールＮａ塩錠５ｍｇ「明治」
ラベプラゾールナトリウム錠５ｍｇ「ＴＣＫ」			ラベプラゾールナトリウム錠５ｍｇ「ＴＣＫ」
ラベプラゾールナトリウム錠５ｍｇ「科研」			ラベプラゾールナトリウム錠５ｍｇ「科研」
ラベプラゾールナトリウム錠５ｍｇ「ケミファ」			ラベプラゾールナトリウム錠５ｍｇ「ケミファ」
ラベプラゾールナトリウム錠５ｍｇ「サンド」			ラベプラゾールナトリウム錠５ｍｇ「サンド」
ラベプラゾールナトリウム錠５ｍｇ「日医工」			ラベプラゾールナトリウム錠５ｍｇ「日医工」
ラベプラゾールＮａ錠５ｍｇ「ＶＴＲＳ」			ラベプラゾールＮａ錠５ｍｇ「ＶＴＲＳ」
ラベプラゾールＮａ錠５ｍｇ「ＮＩＧ」			ラベプラゾールＮａ錠５ｍｇ「ＮＩＧ」
ネキシウム懸濁用顆粒分包１０ｍｇ			ネキシウム懸濁用顆粒分包１０ｍｇ
ネキシウム懸濁用顆粒分包２０ｍｇ			ネキシウム懸濁用顆粒分包２０ｍｇ
ネキシウムカプセル１０ｍｇ			ネキシウムカプセル１０ｍｇ
エソメプラゾールカプセル１０ｍｇ「ＤＳＥＰ」			エソメプラゾールカプセル１０ｍｇ「ＤＳＥＰ」
エソメプラゾールカプセル１０ｍｇ「ＹＤ」			エソメプラゾールカプセル１０ｍｇ「ＹＤ」
エソメプラゾールカプセル１０ｍｇ「杏林」			エソメプラゾールカプセル１０ｍｇ「杏林」
エソメプラゾールカプセル１０ｍｇ「ケミファ」			エソメプラゾールカプセル１０ｍｇ「ケミファ」
エソメプラゾールカプセル１０ｍｇ「サワイ」			エソメプラゾールカプセル１０ｍｇ「サワイ」
エソメプラゾールカプセル１０ｍｇ「トーワ」			エソメプラゾールカプセル１０ｍｇ「トーワ」
エソメプラゾールカプセル１０ｍｇ「日新」			エソメプラゾールカプセル１０ｍｇ「日新」
エソメプラゾールカプセル１０ｍｇ「ニプロ」			エソメプラゾールカプセル１０ｍｇ「ニプロ」
ネキシウムカプセル２０ｍｇ			ネキシウムカプセル２０ｍｇ
エソメプラゾールカプセル２０ｍｇ「ＤＳＥＰ」			エソメプラゾールカプセル２０ｍｇ「ＤＳＥＰ」
